name,type,region_name
"Кончана",settlement,"Кировская область"
"Кордяга",settlement,"Кировская область"
"Коса",settlement,"Кировская область"
"Косинка",settlement,"Кировская область"
"Косино",settlement,"Кировская область"
"Кузнецы",settlement,"Кировская область"
"Левинцы",settlement,"Кировская область"
"Лема",settlement,"Кировская область"
"Лубнята",settlement,"Кировская область"
"Ляминцы",settlement,"Кировская область"
"Махни",settlement,"Кировская область"
"Мелехи",settlement,"Кировская область"
"Микрюки",settlement,"Кировская область"
"Мотоус",settlement,"Кировская область"
"Моченки",settlement,"Кировская область"
"Мусихи",settlement,"Кировская область"
"Мухино",settlement,"Кировская область"
"Ожеговцы",settlement,"Кировская область"
"Октябрьский",settlement,"Кировская область"
"Опаренки",settlement,"Кировская область"
"Питим",settlement,"Кировская область"
"Поджорново",settlement,"Кировская область"
"Поля",settlement,"Кировская область"
"Посохи",settlement,"Кировская область"
"Рехино",settlement,"Кировская область"
"Рябово",settlement,"Кировская область"
"Ряхи",settlement,"Кировская область"
"Саломаты",settlement,"Кировская область"
"Салтыки",settlement,"Кировская область"
"Сезенево",settlement,"Кировская область"
"Семенки",settlement,"Кировская область"
"Семушино",settlement,"Кировская область"
"Слудка",settlement,"Кировская область"
"Собаконки",settlement,"Кировская область"
"Соколовка",settlement,"Кировская область"
"Спасо-Заозерье",settlement,"Кировская область"
"Старки",settlement,"Кировская область"
"Субботы",settlement,"Кировская область"
"Суна",settlement,"Кировская область"
"Сухинцы",settlement,"Кировская область"
"Талица",settlement,"Кировская область"
"Торфопредприятие",settlement,"Кировская область"
"Удалые",settlement,"Кировская область"
"Хмелевка",settlement,"Кировская область"
"Целоусы",settlement,"Кировская область"
"Чепецкий",settlement,"Кировская область"
"Четверики",settlement,"Кировская область"
"Яговкинцы",settlement,"Кировская область"
"Ардаши",settlement,"Кировская область"
"Монастырь",settlement,"Кировская область"
"Рехино",settlement,"Кировская область"
"Высоково",settlement,"Кировская область"
"Крупинцы",settlement,"Кировская область"
"Луза",settlement,"Кировская область"
"Катаевцы",settlement,"Кировская область"
"Зуевка",city,"Кировская область"
"Зуевское",city,"Кировская область"
"Кордяжское",city,"Кировская область"
"Мухинское",city,"Кировская область"
"Октябрьское",city,"Кировская область"
"Сезеневское",city,"Кировская область"
"Семушинское",city,"Кировская область"
"Соколовское",city,"Кировская область"
"Сунское",city,"Кировская область"
"Зуевское городское поселение",city,"Кировская область"
"Косинское",city,"Кировская область"
"Кикнурский",district,"Кировская область"
"Кикнур",settlement,"Кировская область"
"Абрамово",settlement,"Кировская область"
"Аксеново",settlement,"Кировская область"
"Андрияхи",settlement,"Кировская область"
"Бажино",settlement,"Кировская область"
"Барышники",settlement,"Кировская область"
"Беляево",settlement,"Кировская область"
"Березовка",settlement,"Кировская область"
"Большая Лыжня",settlement,"Кировская область"
"Большое Салтаево",settlement,"Кировская область"
"Большой Кулянур",settlement,"Кировская область"
"Большой Шудум",settlement,"Кировская область"
"Ваштранга",settlement,"Кировская область"
"Вершаки",settlement,"Кировская область"
"Высокое Поле",settlement,"Кировская область"
"Гудинцы",settlement,"Кировская область"
"Гуслянка",settlement,"Кировская область"
"Ендур",settlement,"Кировская область"
"Ермолкино",settlement,"Кировская область"
"Ивановские",settlement,"Кировская область"
"Каргазы",settlement,"Кировская область"
"Кожевники",settlement,"Кировская область"
"Кокшага",settlement,"Кировская область"
"Красная Горка",settlement,"Кировская область"
"Кресты",settlement,"Кировская область"
"Кряжево",settlement,"Кировская область"
"Кузнецы",settlement,"Кировская область"
"Кукнур",settlement,"Кировская область"
"Кушнур",settlement,"Кировская область"
"Лужанка",settlement,"Кировская область"
"Льнозавод",settlement,"Кировская область"
"Майда",settlement,"Кировская область"
"Макарье",settlement,"Кировская область"
"Малая Лыжня",settlement,"Кировская область"
"Малое Салтаево",settlement,"Кировская область"
"Малое Шарыгино",settlement,"Кировская область"
"Марийская Толшева",settlement,"Кировская область"
"Мельники",settlement,"Кировская область"
"Митрофаново",settlement,"Кировская область"
"Навалихи",settlement,"Кировская область"
"Нижнята",settlement,"Кировская область"
"Нолинские",settlement,"Кировская область"
"Оленево",settlement,"Кировская область"
"Орлово",settlement,"Кировская область"
"Падерино",settlement,"Кировская область"
"Пама",settlement,"Кировская область"
"Панчурга",settlement,"Кировская область"
"Пелеснур",settlement,"Кировская область"
"Пески",settlement,"Кировская область"
"Пижанчурга",settlement,"Кировская область"
"Потняк",settlement,"Кировская область"
"Потухино",settlement,"Кировская область"
"Путиново",settlement,"Кировская область"
"Русская Толшева",settlement,"Кировская область"
"Русские Краи",settlement,"Кировская область"
"Светлаки",settlement,"Кировская область"
"Смотрино",settlement,"Кировская область"
"Терехи",settlement,"Кировская область"
"Тимаево",settlement,"Кировская область"
"Турусиново",settlement,"Кировская область"
"Тырышкино",settlement,"Кировская область"
"Улеш",settlement,"Кировская область"
"Урма",settlement,"Кировская область"
"Цекеево",settlement,"Кировская область"
"Чаща",settlement,"Кировская область"
"Шамаки",settlement,"Кировская область"
"Шапта",settlement,"Кировская область"
"Шудумары",settlement,"Кировская область"
"Юльял",settlement,"Кировская область"
"Большая Люя",settlement,"Кировская область"
"Большое Шарыгино",settlement,"Кировская область"
"Кокшага",settlement,"Кировская область"
"Куршаки",settlement,"Кировская область"
"Малиновка",settlement,"Кировская область"
"Пайбулатово",settlement,"Кировская область"
"Перминовские",settlement,"Кировская область"
"Русская Шудумка",settlement,"Кировская область"
"Ушаково",settlement,"Кировская область"
"Цекеево",settlement,"Кировская область"
"Малый Шудум",settlement,"Кировская область"
"Муреево",settlement,"Кировская область"
"Кильмезский",district,"Кировская область"
"Кильмезь",settlement,"Кировская область"
"Азиково",settlement,"Кировская область"
"Алинерь",settlement,"Кировская область"
"Андрюшкино",settlement,"Кировская область"
"Аркуль",settlement,"Кировская область"
"Аркульский",settlement,"Кировская область"
"Астраханово",settlement,"Кировская область"
"Байбеки",settlement,"Кировская область"
"Большой Гозек",settlement,"Кировская область"
"Большой Порек",settlement,"Кировская область"
"Бураши",settlement,"Кировская область"
"Валинское Устье",settlement,"Кировская область"
"Вихарево",settlement,"Кировская область"
"Вичмарь",settlement,"Кировская область"
"Воронье",settlement,"Кировская область"
"Дамаскино",settlement,"Кировская область"
"Добра",settlement,"Кировская область"
"Докучаево",settlement,"Кировская область"
"Дорошата",settlement,"Кировская область"
"Дуброва",settlement,"Кировская область"
"Дурга",settlement,"Кировская область"
"Егорово",settlement,"Кировская область"
"Еремино",settlement,"Кировская область"
"Жирново",settlement,"Кировская область"
"Зимник",settlement,"Кировская область"
"Иванково",settlement,"Кировская область"
"Кабачки",settlement,"Кировская область"
"Каменный Перебор",settlement,"Кировская область"
"Карманкино",settlement,"Кировская область"
"Ключи",settlement,"Кировская область"
"Кокуевка",settlement,"Кировская область"
"Кульма",settlement,"Кировская область"
"Кунжек",settlement,"Кировская область"
"Лебединск",settlement,"Кировская область"
"Ломик",settlement,"Кировская область"
"Максимовский",settlement,"Кировская область"
"Малая Кильмезь",settlement,"Кировская область"
"Малиновка",settlement,"Кировская область"
"Малый Гозек",settlement,"Кировская область"
"Малыши",settlement,"Кировская область"
"Маслы",settlement,"Кировская область"
"Матвеевка",settlement,"Кировская область"
"Микварово",settlement,"Кировская область"
"Мирный",settlement,"Кировская область"
"Моторки",settlement,"Кировская область"
"Надежда",settlement,"Кировская область"
"Новая Жизнь",settlement,"Кировская область"
"Осиновка",settlement,"Кировская область"
"Паска",settlement,"Кировская область"
"Пестерево",settlement,"Кировская область"
"Пикшинерь",settlement,"Кировская область"
"Рудник",settlement,"Кировская область"
"Рыбная Ватага",settlement,"Кировская область"
"Салья",settlement,"Кировская область"
"Саринка",settlement,"Кировская область"
"Свет-Знание",settlement,"Кировская область"
"Селино",settlement,"Кировская область"
"Силкино",settlement,"Кировская область"
"Такашур",settlement,"Кировская область"
"Тархан",settlement,"Кировская область"
"Тат-Бояры",settlement,"Кировская область"
"Тат-Кильмезь",settlement,"Кировская область"
"Таутово",settlement,"Кировская область"
"Троицкое",settlement,"Кировская область"
"Хвощанка",settlement,"Кировская область"
"Чернушка",settlement,"Кировская область"
"Черпа",settlement,"Кировская область"
"Четай",settlement,"Кировская область"
"Четвериково",settlement,"Кировская область"
"Ясная Поляна",settlement,"Кировская область"
"Яшкино",settlement,"Кировская область"
"Дамаскинское",city,"Кировская область"
"Паскинское",city,"Кировская область"
"Селинское",city,"Кировская область"
"Вихаревское",city,"Кировская область"
"Малокильмезское",city,"Кировская область"
"Зимнякское",city,"Кировская область"
"Рыбно-Ватажское",city,"Кировская область"
"Моторское",city,"Кировская область"
"Бурашевское",city,"Кировская область"
"Большепорекское",city,"Кировская область"
"Чернушинское",city,"Кировская область"
"Кильмезское городское поселение",city,"Кировская область"
"Кирово-Чепецкий",district,"Кировская область"
"1012 км",settlement,"Кировская область"
"978 км",settlement,"Кировская область"
"Ардашевский",settlement,"Кировская область"
"Баи",settlement,"Кировская область"
"Баринцы",settlement,"Кировская область"
"Басиха",settlement,"Кировская область"
"Башланы",settlement,"Кировская область"
"Бегичи",settlement,"Кировская область"
"Белые Чежеги",settlement,"Кировская область"
"Бережана",settlement,"Кировская область"
"Березино",settlement,"Кировская область"
"Бессолки",settlement,"Кировская область"
"Большие Бесселята",settlement,"Кировская область"
"Большой Конып",settlement,"Кировская область"
"Большой Перелаз",settlement,"Кировская область"
"Бондя",settlement,"Кировская область"
"Боровики",settlement,"Кировская область"
"Буслаевщина",settlement,"Кировская область"
"Бумкомбинат",settlement,"Кировская область"
"Бурмакино",settlement,"Кировская область"
"Быстрицкий тубсанаторий",settlement,"Кировская область"
"Бяково",settlement,"Кировская область"
"Васькино",settlement,"Кировская область"
"Васькинцы",settlement,"Кировская область"
"Векшино",settlement,"Кировская область"
"Верхние Малюганы",settlement,"Кировская область"
"Ветоши",settlement,"Кировская область"
"Водокачка",settlement,"Кировская область"
"Волма",settlement,"Кировская область"
"Вяз",settlement,"Кировская область"
"Подстанция Вятка",settlement,"Кировская область"
"Вяткино",settlement,"Кировская область"
"Гавшонки",settlement,"Кировская область"
"Глушиха",settlement,"Кировская область"
"Глушонки",settlement,"Кировская область"
"Головизнинцы",settlement,"Кировская область"
"Голодаево",settlement,"Кировская область"
"Голодница",settlement,"Кировская область"
"Горячевщина",settlement,"Кировская область"
"Гостево",settlement,"Кировская область"
"Дождевы",settlement,"Кировская область"
"Долганы",settlement,"Кировская область"
"Дресвяново",settlement,"Кировская область"
"Дудино",settlement,"Кировская область"
"Единение",settlement,"Кировская область"
"Ежово",settlement,"Кировская область"
"Ермолинцы",settlement,"Кировская область"
"Ерши",settlement,"Кировская область"
"Ефимовцы",settlement,"Кировская область"
"Железовка",settlement,"Кировская область"
"Жуки",settlement,"Кировская область"
"Заберезник",settlement,"Кировская область"
"Загребинцы",settlement,"Кировская область"
"Звени",settlement,"Кировская область"
"Золотухино",settlement,"Кировская область"
"Зорины",settlement,"Кировская область"
"Зяблецы",settlement,"Кировская область"
"Ильинское",settlement,"Кировская область"
"Исаковцы",settlement,"Кировская область"
"Исуповская",settlement,"Кировская область"
"Казаринцы",settlement,"Кировская область"
"Каринка",settlement,"Кировская область"
"Каркино",settlement,"Кировская область"
"Катаевцы",settlement,"Кировская область"
"Ключи",settlement,"Кировская область"
"Ключи",settlement,"Кировская область"
"Кобели",settlement,"Кировская область"
"Кокориха",settlement,"Кировская область"
"Колпаки",settlement,"Кировская область"
"Конные",settlement,"Кировская область"
"Коногоры",settlement,"Кировская область"
"Остановочная Платформа Конып",settlement,"Кировская область"
"4 Отделение Психоневролог. диспансера",settlement,"Кировская область"
"Копово",settlement,"Кировская область"
"Коршуниха",settlement,"Кировская область"
"Косары",settlement,"Кировская область"
"Кошкино",settlement,"Кировская область"
"Кремли",settlement,"Кировская область"
"Кривобор",settlement,"Кировская область"
"Крыловцы",settlement,"Кировская область"
"Крюково",settlement,"Кировская область"
"Кстинино",settlement,"Кировская область"
"Кстининского дома отдыха",settlement,"Кировская область"
"Кузики",settlement,"Кировская область"
"Кузнецы",settlement,"Кировская область"
"Кузнецы",settlement,"Кировская область"
"Кулига",settlement,"Кировская область"
"Лагуновы",settlement,"Кировская область"
"Ларюшинцы",settlement,"Кировская область"
"Латыши",settlement,"Кировская область"
"Лбы",settlement,"Кировская область"
"Лебеди",settlement,"Кировская область"
"Летовцы",settlement,"Кировская область"
"Лобань",settlement,"Кировская область"
"Ложкачи",settlement,"Кировская область"
"Ложкины",settlement,"Кировская область"
"Лопатино",settlement,"Кировская область"
"Лубягино",settlement,"Кировская область"
"Остановочная Платформа Луговой",settlement,"Кировская область"
"Макаровцы",settlement,"Кировская область"
"Маклаки",settlement,"Кировская область"
"Маклаки",settlement,"Кировская область"
"Максаки",settlement,"Кировская область"
"Малый Конып",settlement,"Кировская область"
"Малый Перелаз",settlement,"Кировская область"
"Марковцы",settlement,"Кировская область"
"Марковщина",settlement,"Кировская область"
"Машкины",settlement,"Кировская область"
"Мерзляки",settlement,"Кировская область"
"Михеево",settlement,"Кировская область"
"Мокрецы",settlement,"Кировская область"
"Мокрецы",settlement,"Кировская область"
"Мокрецы",settlement,"Кировская область"
"Мусники",settlement,"Кировская область"
"Остановочная Платформа Мутница",settlement,"Кировская область"
"Набережный",settlement,"Кировская область"
"Нагорена",settlement,"Кировская область"
"Нижние Малюганы",settlement,"Кировская область"
"Никитинцы",settlement,"Кировская область"
"Новоселовщина",settlement,"Кировская область"
"Окишевы",settlement,"Кировская область"
"Окуни",settlement,"Кировская область"
"Ореховцы",settlement,"Кировская область"
"Отяцкое",settlement,"Кировская область"
"База отдыха Завода ОЦМ",settlement,"Кировская область"
"Пантюхино",settlement,"Кировская область"
"Пасегово",settlement,"Кировская область"
"Пелевичи",settlement,"Кировская область"
"Перекоп",settlement,"Кировская область"
"Пестеры",settlement,"Кировская область"
"Плетени",settlement,"Кировская область"
"Погудинцы",settlement,"Кировская область"
"Подъеланцы",settlement,"Кировская область"
"Поздино",settlement,"Кировская область"
"Полой",settlement,"Кировская область"
"Полойский",settlement,"Кировская область"
"Полом",settlement,"Кировская область"
"Поломец",settlement,"Кировская область"
"Поломская",settlement,"Кировская область"
"Поляны",settlement,"Кировская область"
"Поповка",settlement,"Кировская область"
"Пригородный",settlement,"Кировская область"
"Прокудино",settlement,"Кировская область"
"Пронькинцы",settlement,"Кировская область"
"Просница",settlement,"Кировская область"
"Прохоры",settlement,"Кировская область"
"Прошино",settlement,"Кировская область"
"Пустая",settlement,"Кировская область"
"Пыжа",settlement,"Кировская область"
"Раиха",settlement,"Кировская область"
"Ральники",settlement,"Кировская область"
"Раменский",settlement,"Кировская область"
"Родыгинцы",settlement,"Кировская область"
"Рублево",settlement,"Кировская область"
"Рыловщина",settlement,"Кировская область"
"Садаковы",settlement,"Кировская область"
"Салтыки",settlement,"Кировская область"
"Салтыки",settlement,"Кировская область"
"Салтыки",settlement,"Кировская область"
"Сандаловы",settlement,"Кировская область"
"Сарафановщина",settlement,"Кировская область"
"Саши",settlement,"Кировская область"
"Свиногор",settlement,"Кировская область"
"Седуны",settlement,"Кировская область"
"Сезенево",settlement,"Кировская область"
"Селезениха",settlement,"Кировская область"
"Селезни",settlement,"Кировская область"
"Сибирь",settlement,"Кировская область"
"Сивковы",settlement,"Кировская область"
"Симаки",settlement,"Кировская область"
"Сиротские",settlement,"Кировская область"
"Скопинцы",settlement,"Кировская область"
"Сметанники",settlement,"Кировская область"
"Солодилы",settlement,"Кировская область"
"Солоково",settlement,"Кировская область"
"Сорвиха",settlement,"Кировская область"
"Степановы",settlement,"Кировская область"
"Стожариха",settlement,"Кировская область"
"Стрижи",settlement,"Кировская область"
"Субботинцы",settlement,"Кировская область"
"Сунцы",settlement,"Кировская область"
"Сунцы",settlement,"Кировская область"
"Татарщина",settlement,"Кировская область"
"Татары",settlement,"Кировская область"
"Токари",settlement,"Кировская область"
"Толмачи",settlement,"Кировская область"
"Трехречье",settlement,"Кировская область"
"Тусняки",settlement,"Кировская область"
"Тюлькинцы",settlement,"Кировская область"
"Уховщина",settlement,"Кировская область"
"Фатеево",settlement,"Кировская область"
"Федосимовы",settlement,"Кировская область"
"Федяково",settlement,"Кировская область"
"Филимоновщина",settlement,"Кировская область"
"Филиппово",settlement,"Кировская область"
"Фуфичи",settlement,"Кировская область"
"Хлебники",settlement,"Кировская область"
"Ходыри",settlement,"Кировская область"
"Черные Чежеги",settlement,"Кировская область"
"Чуваши",settlement,"Кировская область"
"Шалаевы",settlement,"Кировская область"
"Шатники",settlement,"Кировская область"
"Шелепенки",settlement,"Кировская область"
"Шибани",settlement,"Кировская область"
"Широковцы",settlement,"Кировская область"
"Шихали",settlement,"Кировская область"
"Шишонки",settlement,"Кировская область"
"Шустовы",settlement,"Кировская область"
"Шутовщина",settlement,"Кировская область"
"Шухарды",settlement,"Кировская область"
"Ванихинцы",settlement,"Кировская область"
"Водокачка N1",settlement,"Кировская область"
"Поповщина",settlement,"Кировская область"
"Здравница",settlement,"Кировская область"
"Копосовский",settlement,"Кировская область"
"Соснино",settlement,"Кировская область"
"Чечули",settlement,"Кировская область"
"Нагоряна",settlement,"Кировская область"
"Сунчиха",settlement,"Кировская область"
"Ситники",settlement,"Кировская область"
"Бельтюки",settlement,"Кировская область"
"Большая Рябовщина",settlement,"Кировская область"
"Дубиха",settlement,"Кировская область"
"Васютины",settlement,"Кировская область"
"1002 км",settlement,"Кировская область"
"Краюхи",settlement,"Кировская область"
"Кучумовщина",settlement,"Кировская область"
"Малые Зыкины",settlement,"Кировская область"
"Марковы",settlement,"Кировская область"
"Мокрушины",settlement,"Кировская область"
"Пантюхины",settlement,"Кировская область"
"кордон Сверчихинский",settlement,"Кировская область"
"Лимоновы",settlement,"Кировская область"
"База Отдыха Комбината Искож",settlement,"Кировская область"
"Репинцы",settlement,"Кировская область"
"Бурмакинское",city,"Кировская область"
"Просницкое",city,"Кировская область"
"Коныпское",city,"Кировская область"
"Мокрецовское",city,"Кировская область"
"Пасеговское",city,"Кировская область"
"Поломское",city,"Кировская область"
"Селезеневское",city,"Кировская область"
"Фатеевское",city,"Кировская область"
"Федяковское",city,"Кировская область"
"Филипповское",city,"Кировская область"
"Чепецкое",city,"Кировская область"
"Чувашевское",city,"Кировская область"
"Кстининское",city,"Кировская область"
"Кирово-Чепецкий городской округ",city,"Кировская область"
"Котельничский",district,"Кировская область"
"Александровское",settlement,"Кировская область"
"Алексаны",settlement,"Кировская область"
"Аникины",settlement,"Кировская область"
"Архипенки",settlement,"Кировская область"
"Ацвеж",settlement,"Кировская область"
"Банниковы",settlement,"Кировская область"
"Безденежные",settlement,"Кировская область"
"Беловщина",settlement,"Кировская область"
"Бережане",settlement,"Кировская область"
"Биртяевы",settlement,"Кировская область"
"Бобровы",settlement,"Кировская область"
"Богомоловы",settlement,"Кировская область"
"Бакалово",settlement,"Кировская область"
"Болванская",settlement,"Кировская область"
"Большая Подволочная",settlement,"Кировская область"
"Большие Наговицыны",settlement,"Кировская область"
"Борки",settlement,"Кировская область"
"Борки",settlement,"Кировская область"
"Боровики",settlement,"Кировская область"
"Боровка",settlement,"Кировская область"
"Бородины",settlement,"Кировская область"
"Бороздины",settlement,"Кировская область"
"Бороны",settlement,"Кировская область"
"Бусыгины",settlement,"Кировская область"
"Бычковы",settlement,"Кировская область"
"Вагины",settlement,"Кировская область"
"Вагины",settlement,"Кировская область"
"Валовы",settlement,"Кировская область"
"Валовы",settlement,"Кировская область"
"Ванеевы",settlement,"Кировская область"
"Ванюшенки",settlement,"Кировская область"
"Варюховщина",settlement,"Кировская область"
"Верхние Цыпухины",settlement,"Кировская область"
"Веснины",settlement,"Кировская область"
"Вишкиль",settlement,"Кировская область"
"Волки",settlement,"Кировская область"
"Волковщина",settlement,"Кировская область"
"Воробьи",settlement,"Кировская область"
"Воронковы",settlement,"Кировская область"
"Восток",settlement,"Кировская область"
"Вьялковская",settlement,"Кировская область"
"Галкины",settlement,"Кировская область"
"Глушковы",settlement,"Кировская область"
"Голенки",settlement,"Кировская область"
"Головёшицы",settlement,"Кировская область"
"Гороховы",settlement,"Кировская область"
"Гребенята",settlement,"Кировская область"
"Гремячево",settlement,"Кировская область"
"Григорьево",settlement,"Кировская область"
"Гулины",settlement,"Кировская область"
"Даровица",settlement,"Кировская область"
"Деминская",settlement,"Кировская область"
"Дороничи",settlement,"Кировская область"
"Дымково",settlement,"Кировская область"
"Ежиха",settlement,"Кировская область"
"Ежуры",settlement,"Кировская область"
"Екатерина",settlement,"Кировская область"
"Екименки",settlement,"Кировская область"
"Елифер (Новожилы)",settlement,"Кировская область"
"Еныки",settlement,"Кировская область"
"Еремеевская",settlement,"Кировская область"
"Жарены",settlement,"Кировская область"
"Ждановы",settlement,"Кировская область"
"Жохи",settlement,"Кировская область"
"Жуковляне",settlement,"Кировская область"
"Заборье",settlement,"Кировская область"
"Зайцевы",settlement,"Кировская область"
"Зайцы",settlement,"Кировская область"
"Залесская",settlement,"Кировская область"
"Заложане",settlement,"Кировская область"
"Заложане",settlement,"Кировская область"
"Замоломцы",settlement,"Кировская область"
"Заречный",settlement,"Кировская область"
"Захматовка",settlement,"Кировская область"
"Земцы",settlement,"Кировская область"
"Зотовы",settlement,"Кировская область"
"Зыковы",settlement,"Кировская область"
"Иготино",settlement,"Кировская область"
"Изиповка",settlement,"Кировская область"
"Казаровщина",settlement,"Кировская область"
"Капиданцы",settlement,"Кировская область"
"Караул",settlement,"Кировская область"
"Кардаковы",settlement,"Кировская область"
"Карпушино",settlement,"Кировская область"
"Карпушины",settlement,"Кировская область"
"Катни",settlement,"Кировская область"
"Кирпиковы",settlement,"Кировская область"
"Клепиковы",settlement,"Кировская область"
"Ковровы",settlement,"Кировская область"
"Козловаж",settlement,"Кировская область"
"Кокушка",settlement,"Кировская область"
"Колосовы",settlement,"Кировская область"
"Комсомольский",settlement,"Кировская область"
"Копылы",settlement,"Кировская область"
"Короткие",settlement,"Кировская область"
"Косолапово",settlement,"Кировская область"
"Косолаповы",settlement,"Кировская область"
"Костичи",settlement,"Кировская область"
"Коченки",settlement,"Кировская область"
"Кощеевы",settlement,"Кировская область"
"Красногорская",settlement,"Кировская область"
"Красногорье",settlement,"Кировская область"
"Красное",settlement,"Кировская область"
"Крысичи",settlement,"Кировская область"
"Крысовщина",settlement,"Кировская область"
"Крюковы",settlement,"Кировская область"
"Крюковы",settlement,"Кировская область"
"Кузнецы",settlement,"Кировская область"
"Курдюмовщина",settlement,"Кировская область"
"Курино",settlement,"Кировская область"
"Куршаковы",settlement,"Кировская область"
"Лагуновы",settlement,"Кировская область"
"Лебедевы",settlement,"Кировская область"
"Лебеди",settlement,"Кировская область"
"Лелековы",settlement,"Кировская область"
"Ленинская Искра",settlement,"Кировская область"
"Леушино",settlement,"Кировская область"
"Липатниковы",settlement,"Кировская область"
"Липичи",settlement,"Кировская область"
"Логиновы",settlement,"Кировская область"
"Лукинщина",settlement,"Кировская область"
"Любиха",settlement,"Кировская область"
"Макарье",settlement,"Кировская область"
"Малая Мельница",settlement,"Кировская область"
"Малая Подволочная",settlement,"Кировская область"
"Малая Шиловщина",settlement,"Кировская область"
"Мамаи",settlement,"Кировская область"
"Мельничата",settlement,"Кировская область"
"Минины",settlement,"Кировская область"
"Михалицыны",settlement,"Кировская область"
"Михнинка",settlement,"Кировская область"
"Мишотино",settlement,"Кировская область"
"Могучие",settlement,"Кировская область"
"Молосники",settlement,"Кировская область"
"Молотниково",settlement,"Кировская область"
"Молчановщина",settlement,"Кировская область"
"Морозовы",settlement,"Кировская область"
"Мосины",settlement,"Кировская область"
"Муха",settlement,"Кировская область"
"Мухлыничи",settlement,"Кировская область"
"Надеевы",settlement,"Кировская область"
"Наймушины",settlement,"Кировская область"
"Нижние Цыпухины",settlement,"Кировская область"
"Нижняя Водская",settlement,"Кировская область"
"Нижняя Мельница",settlement,"Кировская область"
"Обсечки",settlement,"Кировская область"
"Овчинниковы",settlement,"Кировская область"
"Овчинята",settlement,"Кировская область"
"Окуловы",settlement,"Кировская область"
"Омеличи",settlement,"Кировская область"
"Оса",settlement,"Кировская область"
"Осинки",settlement,"Кировская область"
"Пармаж",settlement,"Кировская область"
"Парфеновы",settlement,"Кировская область"
"Парюг",settlement,"Кировская область"
"Патраки",settlement,"Кировская область"
"Патруши",settlement,"Кировская область"
"Патруши",settlement,"Кировская область"
"Пестовы",settlement,"Кировская область"
"Петуховы",settlement,"Кировская область"
"Пихтовая",settlement,"Кировская область"
"Плотниковы",settlement,"Кировская область"
"Поздяки",settlement,"Кировская область"
"Покровское",settlement,"Кировская область"
"Пономаревы",settlement,"Кировская область"
"Прохоренки",settlement,"Кировская область"
"Пузыренки",settlement,"Кировская область"
"Разлив",settlement,"Кировская область"
"Рвачи",settlement,"Кировская область"
"Репейник",settlement,"Кировская область"
"Рогачевщина",settlement,"Кировская область"
"Рогожники",settlement,"Кировская область"
"Роденки",settlement,"Кировская область"
"Родичи",settlement,"Кировская область"
"Ромашонки",settlement,"Кировская область"
"Роминская",settlement,"Кировская область"
"Сандаки",settlement,"Кировская область"
"Светлый",settlement,"Кировская область"
"Селюничи",settlement,"Кировская область"
"Сивковы",settlement,"Кировская область"
"Симинская",settlement,"Кировская область"
"Симичи",settlement,"Кировская область"
